Gene	alpha	beta	gamma	delta	epsilon	zeta	eta	theta	iota
CHPT1	9.61	7.0	7.38	9.67	21.42	26.52	5.11	9.09	6.34
CHRAC1	66.81	62.33	68.02	22.89	38.36	31.31	61.11	25.07	26.42
CHRD	12.77	0.9	8.61	2.54	7.11	33.93	3.8	0.0	2.94
CHRDL1	1.07	1.22	0.26	15.2	1.58	0.1	0.0	1.06	0.0
CHRDL2	0.0	38.46	0.0	0.0	0.64	0.17	0.0	0.42	0.0
CHRFAM7A	3.6	7.87	14.15	20.01	3.93	2.46	3.18	1.46	1.44
CHRM1	0.0	0.0	0.75	0.0	0.0	0.0	0.17	0.03	0.0
CHRM2	0.53	22.47	0.02	0.0	0.53	0.02	0.15	0.0	0.0
CHRM3	0.0	0.06	0.33	0.01	0.03	0.02	0.05	7.5	6.08
CHRM3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRM3-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRM4	0.13	0.23	13.29	0.0	0.09	0.4	0.14	0.09	0.51
CHRM5	0.22	0.26	0.01	0.12	0.16	0.14	0.0	0.0	0.0
CHRNA1	0.14	0.0	0.43	25.48	0.05	0.5	1.71	1.08	0.01
CHRNA10	0.66	0.55	0.28	0.83	1.03	3.06	0.38	0.02	0.52
CHRNA2	0.0	0.0	0.02	0.0	0.13	0.0	0.0	0.0	0.0
CHRNA3	0.22	0.24	3.93	0.0	0.5	5.95	0.35	0.28	0.36
CHRNA4	0.0	0.0	0.0	0.0	0.44	0.13	0.0	0.0	0.0
CHRNA5	1.45	3.96	5.47	0.0	7.89	4.32	4.72	1.73	4.07
CHRNA6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNA7	1.49	11.38	9.06	3.12	15.41	1.4	0.0	2.55	0.29
CHRNA9	0.83	0.0	0.17	0.21	5.41	0.02	0.31	0.42	0.0
CHRNB1	4.68	2.69	6.03	10.08	2.69	4.15	3.78	1.25	2.4
CHRNB2	0.09	0.14	0.06	0.04	0.2	0.2	0.02	0.07	0.02
CHRNB3	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0
CHRNB4	0.0	0.0	0.9	0.0	1.07	12.1	0.0	0.0	0.0
CHRND	0.0	0.09	0.03	0.0	0.0	0.03	0.23	0.0	0.0
CHRNE	5.22	0.51	0.79	22.72	0.65	3.7	0.55	0.1	0.0
CHRNG	0.04	0.0	0.0	0.0	0.1	0.04	0.0	0.0	0.09
CHST1	83.39	2.23	6.58	2.06	0.75	4.84	0.85	1.57	0.06
CHST10	0.08	12.91	10.58	14.55	16.0	11.28	5.99	7.84	8.01
CHST11	5.91	3.47	14.92	8.01	4.65	21.05	23.94	6.97	26.99
CHST12	13.18	12.54	34.08	6.09	60.0	7.36	9.57	5.3	4.1
CHST13	0.0	0.02	4.2	0.05	0.73	0.0	0.34	0.34	1.62
CHST14	14.72	29.25	27.22	48.07	34.16	52.53	16.77	9.73	5.51
CHST15	42.09	0.6	13.06	11.53	17.2	0.37	1.83	9.0	16.98
CHST2	4.39	4.23	1.68	1.41	0.76	5.78	2.6	0.58	0.16
CHST3	6.25	1.41	11.31	3.72	8.28	9.4	9.47	2.77	6.61
CHST4	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0
CHST5	0.04	0.13	0.51	0.0	0.43	5.81	0.0	0.0	0.0
CHST6	1.23	13.08	4.31	7.38	1.17	1.9	22.27	4.78	3.75
CHST7	11.1	0.94	3.87	1.7	1.41	3.48	2.74	0.33	1.14
CHST8	0.0	0.37	0.1	0.0	0.08	0.07	0.0	0.05	0.0
CHST9	0.0	0.0	0.22	0.0	0.02	0.02	0.0	0.0	0.0
CHSY1	25.18	39.9	50.14	55.28	55.66	95.39	85.27	14.33	32.26
CHSY3	4.82	12.1	5.88	6.71	3.53	0.64	7.54	2.88	6.18
CHTF18	78.98	52.19	15.5	24.59	20.62	32.05	14.25	17.45	14.67
CHTF8	47.46	53.49	84.83	56.18	63.42	64.04	78.85	41.09	57.36
CHTF8P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHTOP	120.19	91.01	111.26	71.73	93.99	104.69	115.83	242.09	72.54
CHUK	24.0	3.92	8.1	9.43	18.15	19.03	8.8	2.59	5.3
CHURC1	21.35	48.4	44.03	41.71	48.38	57.09	141.25	41.97	29.47
CHURC1-FNTB	0.0	6.49	0.18	0.0	9.68	0.31	1.08	2.42	0.0
CIAO1	54.22	93.52	68.14	63.11	60.16	49.61	47.95	34.25	23.98
CIAPIN1	31.48	23.82	58.73	20.58	37.88	42.8	44.62	26.2	42.29
CIAPIN1P	0.0	0.0	0.14	0.0	0.0	0.12	0.05	0.0	0.01
CIART	4.2	1.66	4.91	19.57	10.18	9.49	13.22	1.82	5.63
CIB1	104.35	84.13	51.85	72.34	78.95	83.8	47.1	16.39	26.15
CIB2	5.13	17.71	24.23	45.05	11.4	14.31	12.87	3.12	4.17
CIB3	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIC	23.99	23.32	73.43	66.92	80.85	30.87	29.86	10.58	12.99
CICP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CICP10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CICP11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CICP12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CICP13	0.0	0.01	0.0	0.0	0.03	0.0	0.0	0.0	0.0
CICP14	20.33	11.59	12.69	19.76	8.44	20.05	3.26	2.3	4.59
CICP16	0.45	0.29	0.31	0.0	0.56	1.01	0.49	0.0	0.17
CICP17	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0
CICP18	0.0	0.0	0.0	0.0	0.05	0.3	0.0	0.0	0.0
CICP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CICP20	0.05	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0
CICP22	0.35	0.11	0.15	0.0	0.86	0.24	0.38	0.09	0.15
CICP23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CICP24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CICP26	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0
CICP27	0.92	1.16	1.03	1.33	1.34	1.27	0.07	0.17	0.65
CICP3	0.13	0.2	0.13	0.0	0.24	0.72	0.28	0.0	0.0
CICP4	0.18	0.22	0.0	0.19	0.0	2.23	0.0	0.0	0.0
CICP5	0.05	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
CICP6	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0
CICP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CICP8	0.0	0.01	0.0	0.0	0.06	0.05	0.0	0.0	0.0
CICP9	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIDEA	0.0	0.0	0.11	0.0	0.0	0.07	0.0	0.0	0.0
CIDEB	0.01	0.35	3.84	4.66	2.18	0.0	1.37	0.93	0.0
CIDEC	0.05	0.0	0.0	0.0	0.04	0.1	0.0	0.0	0.0
CIDECP	12.83	12.32	15.88	10.31	14.1	14.65	13.13	6.21	9.02
CIITA	2.35	0.2	0.43	0.9	0.13	0.09	0.45	0.14	0.02
CILP	0.16	0.15	0.21	5.11	1.57	0.13	1.32	0.2	0.0
CILP2	6.59	7.54	3.88	14.42	0.62	0.22	0.51	1.07	6.74
CINP	18.09	21.33	77.07	47.17	37.46	17.53	18.99	27.57	30.32
CIPC	2.21	6.39	19.42	3.64	8.85	6.86	8.88	2.16	3.69
CIR1	28.9	24.39	30.06	28.81	23.77	25.22	36.57	10.17	13.19
CIR1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIRBP	313.02	239.19	137.3	155.55	84.52	336.53	475.89	245.96	413.23
CIRBP-AS1	4.3	4.99	2.63	3.87	1.79	5.15	3.24	3.08	6.01
CIRH1A	53.87	28.4	39.88	18.3	69.21	42.58	42.22	38.95	55.84
CISD1	31.44	18.08	44.12	40.37	48.99	69.05	18.11	7.89	41.37
CISD1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CISD2	14.21	7.52	30.87	9.91	37.68	25.04	24.25	5.69	10.77
CISD3	26.29	36.57	8.72	33.45	31.71	28.53	6.88	17.0	7.56
CISH	6.57	2.69	2.72	5.32	5.26	1.73	0.52	3.12	0.6
CISTR	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
CIT	26.63	20.21	15.61	9.16	17.98	27.62	25.64	6.34	7.69
CITED1	2.04	3.75	2.77	1.29	3.79	2.36	0.06	1.05	0.6
CITED2	67.48	37.59	12.05	31.19	42.41	54.36	27.19	21.91	44.83
CITED4	0.2	0.21	15.39	0.52	0.34	3.32	0.85	2.46	3.4
CITF22-1A6.3	4.6	2.46	6.03	7.31	2.45	3.83	0.0	0.54	1.18
CITF22-24E5.1	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0
CITF22-49D8.1	0.0	0.02	0.0	0.0	0.86	0.02	0.0	0.0	0.0
CITF22-49E9.3	0.0	0.1	0.3	0.0	1.48	0.5	0.22	0.0	0.04
CITF22-62D4.1	0.0	0.39	0.0	0.0	0.08	0.39	0.17	0.0	0.28
CITF22-92A6.1	3.07	0.81	0.54	1.76	0.51	0.69	3.86	1.37	0.49
CITF22-92A6.2	0.02	0.1	0.0	0.04	0.02	0.2	0.0	0.03	0.0
CIZ1	67.74	260.76	138.9	212.34	132.17	78.34	195.53	77.03	88.52
CKAP2	41.28	20.71	131.16	12.7	46.75	40.39	74.31	19.9	32.98
CKAP2L	32.28	20.61	11.98	10.06	32.08	19.05	102.75	12.38	18.78
CKAP2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKAP4	100.79	99.07	66.93	95.82	95.96	111.89	119.4	69.11	79.37
CKAP5	62.06	44.06	173.04	54.4	68.33	73.06	112.9	50.93	20.66
CKB	112.31	241.57	482.01	5.38	158.26	31.38	32.27	125.69	196.46
CKBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKLF	85.5	57.74	47.6	43.6	73.28	79.05	114.64	54.33	62.23
CKLF-CMTM1	6.3	3.97	3.29	6.01	7.37	7.11	4.9	0.88	1.36
CKM	3.08	0.16	7.66	0.66	2.05	0.09	1.38	0.67	0.46
CKMT1A	0.06	0.0	0.09	0.0	0.2	0.25	0.0	0.22	12.11
CKMT1B	0.81	0.05	0.39	0.0	0.43	0.86	4.94	2.39	109.65
CKMT2	0.24	3.22	27.34	0.0	0.27	0.46	10.11	0.0	0.0
CKMT2-AS1	5.65	10.49	20.14	7.12	5.52	4.7	19.52	8.53	6.29
CKS1B	158.21	140.2	241.55	83.07	150.04	170.36	162.69	103.34	217.12
CKS1BP3	0.0	61.13	137.63	66.62	3.65	1.48	36.6	11.92	4.12
CKS1BP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKS1BP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKS1BP7	6.26	0.0	0.0	7.01	0.14	0.0	0.0	0.0	0.0
CKS2	285.49	153.45	106.73	83.97	157.74	281.29	212.45	179.99	174.65
CLASP1	47.86	15.77	14.54	15.97	25.95	28.83	16.34	6.99	11.77
CLASP2	19.85	20.25	27.02	21.28	15.85	30.0	33.4	7.43	17.13
CLASRP	77.67	29.3	50.32	78.06	55.64	79.82	46.49	37.71	32.57
CLC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCA1	0.0	0.12	0.0	0.0	0.01	0.0	0.0	0.0	0.0
CLCA2	0.06	0.35	0.04	0.26	0.28	0.0	0.44	0.05	0.04
CLCA3P	0.0	0.0	0.02	0.0	0.01	0.0	0.0	0.0	0.0
CLCA4	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0
CLCC1	15.91	37.0	22.86	14.07	32.79	24.85	24.2	10.34	17.08
CLCF1	5.37	0.76	2.49	2.58	3.24	15.55	3.41	0.61	1.69
CLCN1	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0
CLCN2	9.0	7.72	13.63	5.56	10.56	26.97	1.9	1.67	3.6
CLCN3	8.37	17.43	18.79	11.42	35.09	27.01	43.14	15.71	22.66
CLCN3P1	0.0	0.29	0.0	0.25	0.02	0.2	0.0	0.0	0.0
CLCN4	1.2	9.9	3.01	16.77	19.66	3.2	19.57	1.16	2.9
CLCN5	4.95	7.58	2.69	4.77	9.66	1.43	4.85	1.89	1.18
CLCN6	33.07	14.28	11.47	6.77	11.36	13.08	43.83	7.75	9.29
CLCN7	36.86	42.71	29.75	21.85	29.56	31.64	45.95	23.11	9.55
CLCNKA	0.21	0.13	2.13	1.05	1.56	0.07	0.25	0.07	0.25
CLCNKB	0.24	0.31	36.07	3.28	1.13	0.0	0.49	0.4	0.27
CLCP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCP2	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0
CLDN1	0.14	0.01	0.56	0.0	0.29	2.1	0.43	0.01	0.0
CLDN10	0.0	0.0	11.97	0.0	0.18	0.34	0.12	0.4	0.0
CLDN10-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN11	0.43	1.12	3.78	0.63	0.96	6.9	1.68	8.94	8.41
CLDN12	25.11	19.73	12.75	11.6	18.23	29.32	20.07	10.32	5.02
CLDN14	0.68	0.03	0.07	32.71	0.12	0.17	0.0	0.0	0.0
CLDN15	11.45	11.85	5.75	6.33	6.3	9.3	3.78	1.32	4.64
CLDN16	0.03	0.24	0.0	0.0	0.0	0.03	0.0	0.0	0.0
CLDN17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN18	0.24	0.11	0.15	0.12	0.74	0.3	0.44	0.0	0.02
CLDN19	0.1	0.0	0.0	0.0	0.09	0.02	0.0	0.0	0.0
CLDN2	0.07	0.29	0.0	0.04	0.04	0.05	0.0	0.0	0.0
CLDN20	0.6	0.02	0.34	1.96	0.57	1.16	0.94	0.26	0.36
CLDN22	0.0	0.0	0.0	0.46	0.0	0.0	0.85	0.45	0.25
CLDN23	0.04	0.0	0.61	0.25	0.46	1.68	0.0	0.0	0.0
CLDN24	0.0	0.06	0.17	1.51	0.11	0.53	0.0	0.0	0.06
CLDN25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN3	0.0	0.04	7.92	0.0	0.03	0.0	0.0	0.0	0.12
CLDN34	0.33	0.06	0.0	0.84	0.24	0.0	0.0	0.0	0.0
CLDN4	3.54	0.85	0.16	0.26	0.81	1.02	0.29	0.24	0.08
CLDN5	0.14	0.02	1.22	0.0	0.25	0.04	0.02	0.0	0.01
CLDN6	0.07	0.19	0.0	0.09	0.1	0.07	0.57	0.0	0.0
CLDN7	2.84	0.08	36.94	0.0	0.41	8.98	0.14	0.36	1.15
CLDN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN9	0.0	0.0	0.09	0.0	0.03	0.0	0.0	0.0	0.07
CLDND1	37.25	97.2	64.03	29.17	136.38	213.28	150.67	47.3	102.36
CLDND2	1.96	2.59	0.56	1.52	2.75	6.34	0.0	1.31	0.85
CLEC10A	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0
CLEC11A	222.38	284.59	176.7	54.84	780.41	27.05	181.66	93.34	56.7
CLEC12A	0.0	0.0	0.16	0.0	0.0	0.0	3.37	1.92	0.0
CLEC12B	0.0	0.0	0.0	0.0	0.03	0.0	0.44	0.0	0.0
CLEC14A	0.02	0.25	0.12	0.0	0.12	0.0	1.7	0.74	0.0
CLEC16A	13.06	8.78	9.04	8.14	8.03	11.41	13.13	3.44	3.13
CLEC17A	0.07	0.0	0.0	0.0	0.02	0.12	0.0	0.0	0.0
CLEC18A	1.29	2.54	0.32	10.31	2.39	0.44	0.39	0.35	1.47
CLEC18B	0.57	11.04	1.16	6.22	0.6	0.59	1.77	0.6	1.93
CLEC18C	0.0	4.18	0.09	0.1	0.0	0.0	1.86	0.34	0.0
CLEC19A	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0
CLEC1A	0.0	1.05	0.0	0.0	1.38	0.76	6.49	0.0	0.0
CLEC1B	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0
CLEC2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC2B	3.19	0.04	0.0	3.66	66.51	85.97	0.96	0.0	0.0
CLEC2D	5.4	2.39	3.36	3.3	12.83	19.75	3.52	1.71	7.22
CLEC2L	0.0	0.1	0.06	0.36	0.28	47.82	0.0	0.07	0.29
CLEC3A	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC3B	8.54	4.92	0.27	1.93	0.34	0.41	1.31	0.79	0.0
CLEC4A	1.6	1.09	0.69	0.0	1.56	0.86	0.0	0.09	0.0
CLEC4C	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0
CLEC4D	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.06
CLEC4E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC4F	0.02	0.03	0.65	0.0	0.05	0.0	0.27	0.0	0.28
CLEC4G	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0
CLEC4GP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC4M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC7A	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.06	0.0
CLEC9A	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0
CLECL1	0.0	0.0	0.0	0.0	0.21	0.23	0.0	0.0	0.0
CLGN	0.03	0.43	17.66	0.23	2.65	3.24	0.7	2.34	6.4
CLHC1	19.48	4.46	4.67	1.95	3.51	19.66	3.61	4.0	2.03
CLIC1	362.54	148.45	305.21	436.83	444.68	676.21	373.51	151.1	299.23
CLIC1P1	0.08	0.0	0.0	0.09	0.32	0.0	0.0	0.0	0.0
CLIC2	4.37	0.78	0.44	0.0	0.95	0.41	2.82	0.0	0.18
CLIC3	3.84	2.08	3.17	9.62	3.28	0.0	2.45	0.61	3.48
CLIC4	233.37	124.62	220.08	87.36	129.45	152.38	376.39	58.48	137.55
CLIC4P1	0.82	0.16	0.11	0.36	0.21	0.28	0.06	0.0	0.0
CLIC4P2	0.0	0.0	0.0	0.0	0.19	0.16	0.0	0.0	0.0
CLIC4P3	0.0	0.04	0.06	0.27	0.07	0.08	0.64	0.0	0.0
CLIC5	0.05	0.13	5.46	0.0	1.07	14.08	1.68	0.01	0.92
CLIC6	0.09	0.03	3.79	0.79	0.03	0.51	0.98	0.0	0.03
CLINT1	28.66	68.28	76.62	31.88	132.09	117.33	62.91	29.11	77.26
CLIP1	13.03	18.77	17.92	20.68	17.62	22.1	42.64	8.64	15.55
CLIP1-AS1	0.0	0.0	0.09	0.0	0.05	0.11	0.0	0.0	0.13
CLIP2	33.65	16.58	24.59	13.18	15.01	59.36	21.28	7.94	9.0
CLIP3	13.99	10.7	58.47	32.15	8.08	17.87	44.54	9.47	3.64
CLIP4	3.72	0.3	6.29	7.33	15.09	24.34	5.59	0.03	10.39
CLK1	148.75	60.47	91.67	94.41	137.83	363.07	100.52	23.11	68.11
CLK2	55.07	135.98	101.07	105.36	62.91	59.87	58.34	31.33	34.25
CLK2P1	0.0	0.04	0.06	0.14	0.38	1.67	0.0	0.0	0.01
CLK3	60.0	93.9	68.47	93.82	67.52	108.4	114.54	90.52	131.69
CLK3P2	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLK4	9.63	10.72	20.8	43.32	15.37	50.38	24.8	8.25	41.52
CLLU1	0.06	0.08	0.0	0.0	0.0	0.0	0.22	0.0	0.0
CLLU1OS	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLMN	0.24	5.06	34.6	0.83	6.1	1.89	0.86	8.82	4.64
CLMP	28.7	143.08	78.57	151.93	82.09	38.54	312.84	33.99	71.17
CLN3	16.240000000000002	13.33	20.169999999999998	22.97	32.17	23.21	50.93	21.33	23.39
CLN5	5.54	2.6	13.9	5.78	16.13	18.81	20.33	4.49	4.36
CLN6	23.01	36.36	34.85	22.43	55.38	31.03	14.99	16.87	18.0
CLN8	16.49	2.78	9.76	1.8	12.97	39.19	3.9	7.11	5.59
CLNK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLNS1A	120.11	104.81	238.76	85.01	175.45	38.71	162.88	249.39	217.83
CLNS1AP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLOCK	5.84	11.31	14.85	9.72	20.97	15.21	22.97	3.23	7.39
CLP1	9.74	7.78	9.71	10.86	10.92	12.27	6.72	6.79	11.72
CLPB	18.65	13.36	18.95	13.31	17.03	6.31	6.95	9.92	6.79
CLPP	62.33	128.84	85.12	75.66	85.24	70.76	33.19	32.3	46.74
CLPS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLPSL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLPSL2	0.0	0.0	1.15	0.0	0.19	0.0	0.0	0.0	1.53
CLPTM1	85.28	49.53	65.4	91.12	105.74	97.22	43.43	27.07	33.82
CLPTM1L	82.79	111.19	158.88	149.87	96.67	121.11	64.09	43.38	55.07
CLPTM1LP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLPX	26.25	27.02	42.68	34.01	47.81	31.86	27.96	32.64	27.16
CLRN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLRN1-AS1	0.04	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0
CLRN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLRN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLSPN	6.37	20.75	26.61	4.75	18.63	13.69	32.92	10.83	14.05
CLSTN1	83.11	141.0	43.75	46.62	59.62	70.59	118.35	17.36	38.23
CLSTN2	0.01	0.28	5.53	0.3	3.67	0.4	0.04	0.03	1.6
CLSTN2-AS1	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLSTN3	14.16	13.31	30.85	9.9	20.25	11.63	30.35	2.05	2.22
CLTA	189.97	98.1	309.01	143.7	184.97	96.88	104.15	62.54	71.4
CLTB	17.35	47.53	114.92	32.43	36.19	69.37	25.78	8.72	30.58
CLTC	133.95	155.55	78.57	128.28	150.58	157.58	273.33	101.66	158.41
CLTCL1	35.91	8.22	7.27	16.46	4.5	3.53	10.16	6.66	3.45
CLU	55.19	1230.44	104.18	4555.21	86.69	723.49	280.15	402.97	0.57
CLUAP1	23.22	10.88	23.72	14.66	18.91	14.15	26.98	16.8	9.71
CLUH	27.67	55.15	116.53	63.72	48.08	22.26	21.08	82.38	41.73
CLUHP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLUHP10	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0
CLUHP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLUHP3	2.89	3.2	2.62	1.85	3.84	7.43	3.61	1.8	1.95
CLUHP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLUHP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLUHP6	0.0	0.03	0.0	0.0	0.04	0.0	0.0	0.0	0.0
CLUHP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLUL1	0.0	0.12	0.0	0.0	0.36	0.09	0.0	0.0	0.0
CLVS1	0.39	0.07	0.03	0.16	0.13	0.19	0.0	0.0	0.0
CLVS2	0.04	0.04	0.01	0.0	0.03	0.01	0.25	0.0	0.0
CLYBL	7.53	2.37	9.45	10.39	3.45	10.88	2.97	0.76	0.89
CLYBL-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLYBL-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMA1	0.0	0.0	0.15	0.0	0.12	0.0	0.0	0.27	0.0
CMAHP	2.46	2.98	0.47	8.62	1.82	7.49	5.31	0.0	0.0
CMAS	11.58	14.75	31.84	6.19	48.77	57.03	15.88	15.31	6.06
CMB9-14B22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMB9-22P13.1	5.57	3.37	2.2	2.89	5.42	5.11	1.35	0.99	0.52
CMB9-22P13.2	0.0	0.0	0.0	0.0	0.28	0.12	0.0	0.0	0.0
CMB9-52H4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMB9-55A18.1	0.93	0.47	0.53	0.0	1.46	0.97	1.82	0.05	0.74
CMB9-55F22.1	1.34	3.98	0.18	2.65	0.67	1.06	0.39	0.06	0.14
CMB9-94B1.2	0.0	1.92	7.9	2.61	1.03	0.0	0.0	0.0	0.0
CMBL	18.15	6.22	16.2	10.16	4.82	9.27	8.68	5.95	11.21
CMC1	30.25	12.45	16.61	4.64	18.75	36.22	45.27	18.99	21.41
CMC2	63.27	44.92	67.37	22.78	31.05	112.4	88.58	33.32	98.59
CMC4	5.58	21.13	8.33	15.19	9.09	12.21	27.47	4.44	4.2
CMIP	58.06	12.94	15.22	32.27	8.53	42.04	10.84	4.14	4.99
CMKLR1	47.81	0.16	5.06	17.31	1.6	0.05	1.86	2.52	0.0
CMP21-97G8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMP21-97G8.2	0.13	0.0	0.0	1.32	0.0	0.13	0.0	0.0	0.0
CMPK1	78.49	77.51	70.86	60.19	87.67	41.8	207.09	64.09	77.4
CMPK2	1.03	0.3	3.61	0.15	4.55	2.76	5.15	0.07	0.2
CMSS1	39.22	55.03	35.14	14.3	38.72	38.48	50.42	47.3	62.58
CMTM1	10.06	5.15	2.91	10.82	6.58	9.5	3.57	1.91	1.54
CMTM2	1.04	0.29	0.18	0.36	0.41	0.59	1.44	0.0	0.0
CMTM3	21.87	27.91	26.0	144.89	33.17	64.0	95.58	17.55	15.33
CMTM4	14.98	8.33	9.6	6.47	13.84	8.18	21.75	4.32	9.61
CMTM5	0.39	0.03	12.68	0.0	0.0	0.27	0.7	0.0	0.0
CMTM6	26.1	6.26	15.77	7.14	35.65	112.29	33.09	7.8	6.25
CMTM7	32.3	35.86	22.96	15.99	16.03	61.34	11.6	12.5	12.34
CMTM8	16.36	0.02	4.75	2.56	0.64	5.57	0.23	1.85	0.85
CMTR1	37.66	35.83	47.09	14.78	53.19	41.41	52.95	52.83	27.71
CMTR2	13.04	8.92	7.47	4.96	12.55	17.1	13.8	5.47	8.11
CMYA5	0.15	0.17	1.37	0.62	0.14	0.16	0.52	0.03	0.48
